"","parish","tract","medhhinc","medhhincMOE","hhunder18","hhunder18MOE","totinta","totaintMOE","NoSubscript","NoSubscriptMOE","NoAccess","NoAccessMOE","Median_household_income","Median_household_incomeMOE","Households_with_people_under18","Households_with_people_under18MOE","No_home_internet_access_percent","No_home_internet_access_MOEagg","No_home_internet_access_MOEprop"
"1","055","001905",61472,5468,759,759,2226,171,180,130,365,151,61472,5468,759,759,0.244833782569632,199.251097863977,0.0875125566350401
"2","055","001904",62090,11269,465,465,1808,129,50,51,194,69,62090,11269,465,465,0.134955752212389,85.8020978764505,0.0464697780022132
"3","055","000100",34955,6949,177,177,986,101,33,38,249,69,34955,6949,177,177,0.286004056795132,78.7718223732319,0.0743247558811067
"4","055","001405",51458,8602,1251,1251,3760,210,223,128,519,179,51458,8602,1251,1251,0.197340425531915,220.056810846654,0.0574785686925959
"5","055","002102",65368,16356,632,632,1699,132,48,69,353,100,65368,16356,632,632,0.236021188934667,121.49485585818,0.0691185655233848
"6","055","001002",36833,7776,432,432,1560,104,104,56,390,117,36833,7776,432,432,0.316666666666667,129.711217710728,0.080423546873194
"7","055","001409",65997,4238,1232,1232,3944,362,128,120,385,159,65997,4238,1232,1232,0.130070993914807,199.200903612408,0.0490760725972494
"8","055","000900",22762,4029,245,245,693,47,87,46,304,61,22762,4029,245,245,0.564213564213564,76.4002617796562,0.103391770218839
"9","055","000500",44583,8241,184,184,1215,95,48,44,77,39,44583,8241,184,184,0.102880658436214,58.7962583843564,0.0477187104195774
"10","055","001200",40288,14338,976,976,2751,230,82,81,675,197,40288,14338,976,976,0.275172664485642,213.002347404905,0.073930362983163
"11","039","950200",43393,8661,251,251,672,89,5,7,196,64,43393,8661,251,251,0.299107142857143,64.3816744112795,0.0872326845592467
"12","039","950600",16513,3856,510,510,1645,197,66,54,964,185,16513,3856,510,510,0.626139817629179,192.7200041511,0.090014549640056
"13","039","950700",54464,12776,356,356,1275,115,0,12,316,95,54464,12776,356,356,0.247843137254902,95.7548954362125,0.0716977646922703
"14","039","950300",32339,7408,469,469,1694,150,110,65,645,145,32339,7408,469,469,0.4456906729634,158.902485820707,0.0850972633985871
"15","039","950500",20702,3229,410,410,1237,153,23,23,656,164,20702,3229,410,410,0.54890864995958,165.604951616792,0.115383990341804
"16","113","950200",46450,8616,584,584,1827,171,13,13,494,124,46450,8616,584,584,0.277504105090312,124.679589348056,0.0631067940790851
"17","113","950400",36135,3347,564,564,1993,218,39,48,609,174,36135,3347,564,564,0.325137982940291,180.499307477896,0.0832915418110367
"18","113","950500",60402,13626,772,772,1997,178,151,102,500,158,60402,13626,772,772,0.325988983475213,188.063818955162,0.089578454673789
"19","113","950800",23313,6902,673,673,1819,219,133,78,634,172,23313,6902,673,673,0.421660252886201,188.859736312428,0.0905685690975393
"20","113","950100",61900,7877,1572,1572,3688,246,69,59,625,174,61900,7877,1572,1572,0.188177874186551,183.730781307869,0.0482113524918372
"21","089","063200",76140,17957,819,819,1845,151,51,52,317,124,76140,17957,819,819,0.199457994579946,134.461890511773,0.0710273165496056
"22","089","063000",72955,11340,157,157,502,50,15,15,57,36,72955,11340,157,157,0.143426294820717,39,0.0763645423493193
"23","089","062100",42558,8921,1012,1012,2210,169,137,120,387,156,42558,8921,1012,1012,0.23710407239819,196.814633602281,0.0871911158885301
"24","089","062200",57566,18174,305,305,803,65,30,27,162,59,57566,18174,305,305,0.239103362391034,64.8845127900333,0.0784504038984046
"25","089","062800",38713,11234,657,657,1769,138,163,90,513,154,38713,11234,657,657,0.382136800452233,178.370401132026,0.096323737620342
"26","089","063100",98594,13470,1411,1411,2670,124,70,89,152,102,98594,13470,1411,1411,0.0831460674157303,135.369863706809,0.0505530601177258
"27","039","950400",37389,7549,754,754,2057,242,35,45,791,189,37389,7549,754,754,0.401555663587749,194.283298304306,0.0817861754458553
"28","039","950100",40386,7275,813,813,1894,210,0,17,611,182,40386,7275,813,813,0.32259767687434,182.792231782426,0.0896383237355105
"29","039","950800",28125,5222,493,493,1454,132,5,8,557,113,28125,5222,493,493,0.386519944979367,113.282831885507,0.0695618594053353
"30","113","951100",51250,5378,190,190,571,81,3,6,171,65,51250,5378,190,190,0.304728546409807,65.2763356814704,0.105831352332855
"31","113","950700",43438,6214,342,342,1385,165,17,22,448,104,43438,6214,342,342,0.335740072202166,106.301458127346,0.0655059498289873
"32","089","062500",66540,6965,425,425,1209,78,6,11,244,85,66540,6965,425,425,0.206782464846981,85.7088093488645,0.0696257375548377
"33","089","062900",55323,6307,227,227,994,76,34,31,216,80,55323,6307,227,227,0.251509054325956,85.7962703152066,0.0841447435072183
"34","089","062301",100505,5841,1040,1040,2219,114,51,62,133,91,100505,5841,1040,1040,0.0829202343397927,110.113577727726,0.0494398720763925
"35","089","062400",30313,9406,184,184,474,75,0,12,196,65,30313,9406,184,184,0.413502109704641,66.098411478643,0.123146317573401
"36","089","060100",76797,11473,318,318,721,52,49,48,87,34,76797,11473,318,318,0.188626907073509,58.821764679411,0.0804413336258375
"37","089","062700",57375,17787,581,581,1637,129,195,101,470,165,57375,17787,581,581,0.406230910201588,193.458005779032,0.113760078309571
"38","089","062302",75338,14845,529,529,1872,75,117,80,227,88,75338,14845,529,529,0.183760683760684,118.928549978548,0.063102181255925
"39","057","020900",41178,7121,223,223,753,91,8,14,257,87,41178,7121,223,223,0.351925630810093,88.1192374002408,0.10902225002126
"40","057","020100",34167,5727,196,196,1286,115,0,12,391,96,34167,5727,196,196,0.304043545878694,96.7470929795826,0.07014603874184
"41","057","020400",24081,7805,250,250,789,95,27,24,263,76,24081,7805,250,250,0.367553865652725,79.6994353806851,0.0908026401167868
"42","057","021500",52222,9349,724,724,1876,112,25,23,507,142,52222,9349,724,724,0.283582089552239,143.85061696079,0.0747870397912966
"43","057","021700",55286,9197,579,579,1460,106,24,21,428,88,55286,9197,579,579,0.30958904109589,90.4709898254684,0.05774619056426
"44","057","020500",33645,2971,886,886,2500,178,14,23,727,210,33645,2971,886,886,0.2964,211.255769151993,0.0818246582055654
"45","057","020600",58977,9316,315,315,827,57,15,18,77,27,58977,9316,315,315,0.111245465538089,32.4499614791759,0.0384817296633926
"46","057","021000",44012,9128,466,466,1105,96,46,33,264,88,44012,9128,466,466,0.280542986425339,93.9840411984928,0.0814864692871071
"47","057","021800",40696,6291,609,609,1883,140,138,91,477,123,40696,6291,609,609,0.326606479022836,153.003267938956,0.0775417265357188
"48","057","021100",57196,18818,880,880,2622,196,70,55,699,223,57196,18818,880,880,0.293287566742944,229.682389398926,0.0848102758473103
"49","057","021200",53677,4777,581,581,1775,136,57,44,522,123,53677,4777,581,581,0.326197183098592,130.633073913156,0.0692223141518361
"50","057","020702",41551,7737,445,445,1466,113,61,69,344,132,41551,7737,445,445,0.276261937244202,148.946299047677,0.0993438733672328
"51","045","030800",22609,5084,270,270,774,96,38,28,417,97,22609,5084,270,270,0.587855297157623,100.960388271837,0.108158838872572
"52","045","030900",25948,7058,479,479,1212,116,54,50,538,117,25948,7058,479,479,0.488448844884488,127.23600119463,0.0939965517226857
"53","045","031100",33980,7118,614,614,1989,165,97,84,622,189,33980,7118,614,614,0.361488185017597,206.826013837718,0.0995670719113508
"54","045","030600",77108,10242,825,825,2237,148,53,34,282,99,77108,10242,825,825,0.149754135002235,104.675689632311,0.045731947720057
"55","045","030400",42690,10227,841,841,2645,212,15,27,963,210,42690,10227,841,841,0.369754253308129,211.728599863127,0.0743604316105742
"56","045","030700",58841,6950,474,474,1524,106,35,37,203,74,58841,6950,474,474,0.156167979002625,82.7345151674922,0.0531899797825185
"57","045","031300",43235,14509,766,766,2306,138,62,47,634,197,43235,14509,766,766,0.30182133564614,202.529010267665,0.0859496149608957
"58","045","031000",24073,5290,389,389,1182,146,72,49,389,118,24073,5290,389,389,0.390016920473773,127.769323391806,0.0967673413589951
"59","045","031200",44931,12200,340,340,1379,117,24,37,446,103,44931,12200,340,340,0.340826686004351,109.444049632678,0.0739092008526139
"60","045","030500",48846,8773,613,613,1716,154,92,73,336,89,48846,8773,613,613,0.249417249417249,115.108644332213,0.0632348889818909
"61","045","030100",38740,3901,872,872,2609,258,109,84,945,232,38740,3901,872,872,0.403986201609812,246.738728212658,0.085720022404534
"62","045","030200",54408,16576,923,923,2239,171,65,51,376,121,54408,16576,923,923,0.19696292987941,131.308796354243,0.0566841320111681
"63","061","960200",51971,6331,493,493,1577,139,21,28,355,89,51971,6331,493,493,0.238427393785669,93.3005894943864,0.0553050692663389
"64","061","960800",21516,1634,646,646,1381,202,45,39,323,112,21516,1634,646,646,0.266473569876901,118.595952713404,0.0765219297985174
"65","061","960100",48438,9369,472,472,1557,117,23,22,466,128,48438,9369,472,472,0.314065510597302,129.876864760434,0.0800066062134727
"66","061","960300",22644,5906,590,590,1863,210,12,20,497,163,22644,5906,590,590,0.273215244229737,164.222410163778,0.0825945275763252
"67","061","960400",31817,2672,445,445,2001,191,148,129,236,106,31817,2672,445,445,0.191904047976012,166.964067990691,0.0814048441775095
"68","061","960500",62800,4263,446,446,1580,129,40,27,144,63,62800,4263,446,446,0.116455696202532,68.5419579527752,0.0423261874430717
"69","061","960600",35164,7822,680,680,2016,211,19,24,321,116,35164,7822,680,680,0.168650793650794,118.456743159687,0.0560443113632744
"70","061","960700",56907,5832,783,783,2414,154,60,44,503,140,56907,5832,783,783,0.233222866611433,146.751490622753,0.0589430415000024
"71","093","040300",74602,10486,500,500,1293,99,10,17,292,85,74602,10486,500,500,0.233565351894818,86.6833317310773,0.0646112715188088
"72","093","040500",30263,4907,277,277,836,80,46,30,313,81,30263,4907,277,277,0.429425837320574,86.3770802933278,0.0947984285944534
"73","093","040700",54231,12156,405,405,1300,111,47,45,328,88,54231,12156,405,405,0.288461538461538,98.8382517044894,0.0719293245371514
"74","093","040400",45469,15610,300,300,743,87,33,27,291,72,45469,15610,300,300,0.43606998654105,76.8960337078578,0.0900211763452355
"75","093","040100",49113,9337,552,552,1336,140,0,12,355,131,49113,9337,552,552,0.265718562874251,131.54847015454,0.0944452863398822
"76","093","040200",52500,10025,370,370,1422,124,0,12,453,123,52500,10025,370,370,0.318565400843882,123.583979544276,0.0823493249555741
"77","093","040600",48897,15348,252,252,957,109,68,45,239,97,48897,15348,252,252,0.320794148380355,106.929883568626,0.105591612149722
"78","043","020300",30994,4769,323,323,1051,120,29,32,354,101,30994,4769,323,323,0.36441484300666,105.948100502085,0.091819566038959
"79","043","020401",40299,3821,436,436,2326,211,28,30,822,170,40299,3821,436,436,0.365434221840069,172.626765016321,0.0664012227769644
"80","043","020200",39973,8193,281,281,1251,142,35,25,746,113,39973,8193,281,281,0.624300559552358,115.732450073434,0.0594707944814402
"81","043","020100",36429,7879,270,270,970,88,69,38,451,96,36429,7879,270,270,0.536082474226804,103.247275993122,0.0946799041906154
"82","087","030603",20461,5320,234,234,513,64,16,20,263,65,20461,5320,234,234,0.543859649122807,68.0073525436772,0.113888737158991
"83","087","030208",72868,9016,466,466,947,67,18,17,162,52,72868,9016,466,466,0.190073917634636,54.7083174663597,0.0561831680125667
"84","117","950500",42672,6791,716,716,2307,181,119,102,761,186,42672,6791,716,716,0.381447767663632,212.132034355964,0.086945011921913
"85","117","950700",31159,5608,467,467,1758,231,86,73,808,258,31159,5608,467,467,0.508532423208191,268.128700440665,0.137102429067463
"86","117","950300",23458,6020,498,498,1801,219,54,59,1055,203,23458,6020,498,498,0.61576901721266,211.400094607358,0.090395447315208
"87","117","950400",28082,6226,401,401,1601,147,66,57,762,158,28082,6226,401,401,0.517176764522174,167.96725871431,0.0935522633723066
"88","117","950900",20759,4977,187,187,577,95,16,16,272,91,20759,4977,187,187,0.499133448873484,92.3958873543623,0.137435815625999
"89","117","951000",27250,9915,495,495,1259,165,50,59,473,148,27250,9915,495,495,0.415409054805401,159.32670836994,0.114241068313248
"90","117","950200",44576,8847,618,618,2223,221,10,20,977,271,44576,8847,618,618,0.443994601889339,271.737005209081,0.113991305945708
"91","117","950600",43046,7267,507,507,1863,193,67,51,535,176,43046,7267,507,507,0.32313472893183,183.240279414762,0.0924857317661449
"92","117","950800",19773,4958,706,706,1732,183,11,10,858,160,19773,4958,706,706,0.501732101616628,160.312195418814,0.075874142253049
"93","097","961800",52347,9547,890,890,2646,190,21,26,388,131,52347,9547,890,890,0.154572940287226,133.555232020314,0.0492388922075311
"94","097","960200",42609,8883,515,515,1482,105,80,62,489,114,42609,8883,515,515,0.383940620782726,129.769025580067,0.0832309640668625
"95","097","961100",27413,9271,377,377,1277,108,8,12,399,98,27413,9271,377,377,0.318715740015662,98.7319603775799,0.0724646985605619
"96","097","961200",34643,9551,702,702,1860,147,26,33,578,152,34643,9551,702,702,0.324731182795699,155.540991381693,0.0795886413170026
"97","097","961300",16213,3621,651,651,1504,146,67,55,755,138,16213,3621,651,651,0.546542553191489,148.556386601183,0.0833155054919305
"98","097","961700",44004,4430,536,536,2386,163,67,62,572,152,44004,4430,536,536,0.267812238055323,164.158460031763,0.0663234899969901
"99","097","960300",30731,4589,535,535,1403,119,32,33,557,105,30731,4589,535,535,0.419814682822523,110.063617967065,0.069901953024901
"100","097","960400",30921,4614,172,172,726,95,42,27,240,60,30921,4614,172,172,0.388429752066116,65.7951365983839,0.0750319494666034
"101","097","960700",40875,7449,722,722,2079,217,0,17,666,200,40875,7449,722,722,0.32034632034632,200.721199677563,0.0905720760054811
"102","097","960800",49982,6369,504,504,1433,125,0,12,354,122,49982,6369,504,504,0.247034193998604,122.588743365776,0.0827884670272568
"103","009","030300",49159,8046,503,503,1307,129,87,58,536,126,49159,8046,503,503,0.476664116296863,138.708327075198,0.0951295400622415
"104","041","950300",20816,5679,778,778,2034,224,274,122,1000,190,20816,5679,778,778,0.626352015732547,225.796368438467,0.086979127045679
"105","041","950500",45076,11957,197,197,630,70,53,39,243,61,45076,11957,197,197,0.46984126984127,72.4016574395918,0.102381825856423
"106","009","030100",45611,10075,335,335,1112,121,46,44,415,116,45611,10075,335,335,0.414568345323741,124.064499354167,0.102042379860455
"107","105","953600",32718,9091,808,808,2265,274,61,56,599,201,32718,9091,808,808,0.291390728476821,208.655218003289,0.0851106095403341
"108","105","953300",27083,3861,459,459,1394,135,53,31,593,121,27083,3861,459,459,0.463414634146341,124.907966119059,0.0775549706072186
"109","105","953400",30642,7546,633,633,2111,234,50,42,736,181,30642,7546,633,633,0.372335386072951,185.80904176062,0.077743126924317
"110","105","953800",37976,5253,702,702,1896,157,64,52,670,147,37976,5253,702,702,0.387130801687764,155.926264625303,0.0757345179963209
"111","105","953500",47483,16690,882,882,2875,277,0,17,1061,250,47483,16690,882,882,0.36904347826087,250.577333372354,0.079574703534004
"112","105","953700",49677,13881,1351,1351,4180,309,80,86,1084,362,49677,13881,1351,1351,0.278468899521531,372.075261203967,0.0866002050693251
"113","105","954400",39797,13333,453,453,1416,144,38,36,343,94,39797,13333,453,453,0.269067796610169,100.657836257293,0.065608697266544
"114","105","954600",64867,8502,1632,1632,5061,378,196,172,835,266,64867,8502,1632,1632,0.203714680893104,316.764897045111,0.0607118534891683
"115","105","954102",60210,9147,1727,1727,4114,304,134,125,715,236,60210,9147,1727,1727,0.206368497812348,267.059918370391,0.0630983417122603
"116","061","960900",13821,2629,346,346,979,121,16,20,410,126,13821,2629,346,346,0.435137895812053,127.577427470536,0.118698520879098
"117","061","961000",26346,5851,510,510,2002,204,65,52,291,105,26346,5851,510,510,0.177822177822178,117.170815478941,0.0556513316872118
"118","087","030800",38013,9403,721,721,1672,120,53,42,548,136,38013,9403,721,721,0.35944976076555,142.337626789265,0.0811271597490733
"119","087","030204",32875,5587,507,507,1322,133,60,44,377,106,32875,5587,507,507,0.330559757942511,114.769333883229,0.0801927008517125
"120","087","030209",57721,20111,411,411,1111,99,19,23,342,112,57721,20111,411,411,0.324932493249325,114.337220536446,0.0987567313582427
"121","087","030602",42399,7118,374,374,1068,81,12,16,311,91,42399,7118,374,374,0.302434456928839,92.3958873543623,0.0834168648415624
"122","087","030700",48000,15996,150,150,662,61,0,12,187,49,48000,15996,150,150,0.282477341389728,50.4479930225178,0.0716223753323814
"123","087","030206",68636,14795,282,282,704,50,26,36,91,47,68636,14795,282,282,0.166193181818182,59.2030404624627,0.0832627462488601
"124","087","030400",49516,9470,137,137,438,55,54,39,82,38,49516,9470,137,137,0.310502283105023,54.4518135602479,0.118046790066239
"125","087","030207",57480,4848,594,594,1143,98,21,25,222,73,57480,4848,594,594,0.21259842519685,77.1621668954417,0.0650010039752397
"126","087","030203",41360,8508,367,367,1240,109,44,33,289,99,41360,8508,367,367,0.268548387096774,104.355162785557,0.0807787733308628
"127","087","030103",42073,8141,648,648,1564,106,6,11,633,149,42073,8141,648,648,0.408567774936061,149.405488520335,0.0914264149295384
"128","087","030104",51908,12400,185,185,583,62,12,17,196,53,51908,12400,185,185,0.356775300171527,55.659680200303,0.0876079923069052
"129","057","020800",51202,6383,374,374,1346,81,26,30,329,77,51202,6383,374,374,0.263744427934621,82.6377637645163,0.0593080428170226
"130","057","021300",51759,8003,284,284,922,69,25,19,290,70,51759,8003,284,284,0.341648590021692,72.5327512231544,0.0743980805954808
"131","057","021602",66094,14823,519,519,1335,115,47,54,292,93,66094,14823,519,519,0.253932584269663,107.54068997361,0.0775280130235197
"132","057","020202",77361,8674,520,520,1375,111,66,62,188,74,77361,8674,520,520,0.184727272727273,96.5401470891774,0.068609061048101
"133","057","021601",52948,5961,1034,1034,2683,142,62,55,690,163,52948,5961,1034,1034,0.280283265001864,172.029067311312,0.0623785727438573
"134","057","021400",56673,7668,589,589,1517,137,25,25,387,103,56673,7668,589,589,0.271588661832564,105.990565617889,0.0654219550559601
"135","087","030601",45089,7977,220,220,422,42,15,13,96,36,45089,7977,220,220,0.26303317535545,38.2753184180093,0.0868396961953124
"136","087","030300",41327,3279,192,192,664,72,61,39,189,62,41327,3279,192,192,0.376506024096386,73.24616030892,0.102477529104943
"137","087","030500",43542,11262,150,150,586,61,10,16,155,61,43542,11262,150,150,0.281569965870307,63.0634601017102,0.103548512142489
"138","091","951200",29963,8611,1040,1040,2579,219,101,67,1255,263,29963,8611,1040,1040,0.525785188057387,271.400073691958,0.0952936964666065
"139","091","951100",41453,8039,457,457,1411,180,19,21,648,156,41453,8039,457,457,0.472714386959603,157.407115468139,0.0938533532856395
"140","119","031700",17754,4969,530,530,1241,126,76,72,703,127,17754,4969,530,530,0.627719580983078,145.989725665884,0.0988786415381176
"141","119","031900",22061,11160,158,158,1027,134,45,36,568,157,22061,11160,158,158,0.596884128529698,161.074516916861,0.136137742316284
"142","119","031100",37021,6955,205,205,712,54,17,16,283,68,37021,6955,205,205,0.421348314606742,69.8569967862919,0.0927637406353631
"143","119","032000",29859,8457,400,400,1349,165,52,43,378,121,29859,8457,400,400,0.318754633061527,128.413394939936,0.0868411388576266
"144","119","032100",29209,3600,839,839,2809,248,42,33,1458,237,29209,3600,839,839,0.533997864008544,239.286439231311,0.0709499943276782
"145","119","031600",61250,16950,375,375,1096,92,32,31,319,107,61250,16950,375,375,0.320255474452555,111.400179533069,0.0980230330009632
"146","119","031400",31629,6646,432,432,1357,93,38,23,674,107,31629,6646,432,432,0.524686809137804,109.444049632678,0.072191664777478
"147","119","031800",30758,5228,320,320,976,106,20,25,372,106,30758,5228,320,320,0.401639344262295,108.908218239029,0.102707046437914
"148","119","031200",25531,4619,336,336,1171,119,56,44,633,120,25531,4619,336,336,0.588385994876174,127.812362469364,0.0913129753571801
"149","119","031300",28460,7525,440,440,2070,310,57,68,1119,283,28460,7525,440,440,0.568115942028986,291.054977624503,0.1119441310397
"150","119","031500",32304,8600,646,646,2046,216,95,51,866,193,32304,8600,646,646,0.46969696969697,199.624647776771,0.0840280653004833
"151","121","020300",73980,9697,873,873,2074,166,47,51,412,152,73980,9697,873,873,0.221311475409836,160.327789231936,0.0752468554447914
"152","121","020200",43362,7989,345,345,1148,138,41,48,412,127,43362,7989,345,345,0.394599303135888,135.768184785685,0.108335495670875
"153","121","020100",35833,8687,441,441,1904,212,94,73,728,190,35833,8687,441,441,0.43172268907563,203.54115063053,0.0954844873987168
"154","031","950100",52784,6762,1646,1646,3752,207,71,73,751,179,52784,6762,1646,1646,0.21908315565032,193.313217344288,0.0500848848817805
"155","031","950700",49635,4445,207,207,972,123,0,12,380,96,49635,4445,207,207,0.390946502057613,96.7470929795826,0.0863688871181547
"156","031","950200",43854,5689,411,411,1457,108,41,28,481,83,43854,5689,411,411,0.358270418668497,87.5956619930462,0.0539371905021306
"157","031","950400",30600,4081,368,368,1066,132,44,43,478,136,30600,4081,368,368,0.48968105065666,142.635900109334,0.119277007895223
"158","031","950300",36201,4919,272,272,1103,139,46,49,330,115,36201,4919,272,272,0.340888485947416,125.003999936002,0.104873458834211
"159","031","950600",22422,8462,357,357,1137,118,49,47,514,114,22422,8462,357,357,0.495162708883025,123.308556069723,0.0955026411394945
"160","031","950500",26667,9001,233,233,844,92,56,44,344,70,26667,9001,233,233,0.4739336492891,82.6801064343775,0.0832330133288561
"161","047","953101",41371,8355,734,734,2054,197,35,41,745,173,41371,8355,734,734,0.379746835443038,177.792013318934,0.0785232914464669
"162","047","952600",39682,8272,285,285,1052,95,65,42,334,88,39682,8272,285,285,0.379277566539924,97.5089739459912,0.0861289145600321
"163","047","952700",53674,4302,871,871,2313,241,180,91,521,174,53674,4302,871,871,0.303069606571552,196.359364431646,0.0788022293728949
"164","043","020402",52514,6064,513,513,1673,153,113,89,379,104,52514,6064,513,513,0.294082486551106,136.883161857111,0.0772724287886426
"165","125","951800",60847,11826,757,757,2507,179,125,83,600,168,60847,11826,757,757,0.289190267251695,187.384631173424,0.0718359373694352
"166","125","951702",57143,29012,93,93,194,65,39,38,42,32,57143,29012,93,93,0.417525773195876,49.6789693934969,0.21448906175652
"167","125","951701",43918,2813,319,319,1246,157,73,53,462,148,43918,2813,319,319,0.429373996789727,157.203689524133,0.113977856111374
"168","051","020511",66311,11898,438,438,1537,87,6,10,301,101,66311,11898,438,438,0.199739752765127,101.49384217774,0.0650586447242714
"169","051","020512",60333,16383,212,212,1062,117,64,51,104,65,60333,16383,212,212,0.15819209039548,82.6196102629394,0.0758190100552556
"170","051","021400",68861,4549,238,238,793,24,0,12,48,26,68861,4549,238,238,0.0605296343001261,28.6356421265527,0.0360640223588483
"171","051","021600",32109,7694,854,854,3019,137,171,139,1125,254,32109,7694,854,854,0.429281218946671,289.546196659531,0.0939087450159335
"172","051","021700",60296,11559,709,709,2048,149,49,56,262,138,60296,11559,709,709,0.15185546875,148.929513529052,0.0718753368347809
"173","051","022200",60781,27694,257,257,995,86,24,27,156,83,60781,27694,257,257,0.180904522613065,87.2811548961172,0.0863149561952606
"174","051","023100",50668,2740,238,238,1106,54,49,45,299,99,50668,2740,238,238,0.314647377938517,108.747413762351,0.0971174126894274
"175","051","023904",67482,6801,260,260,1403,91,36,32,211,83,67482,6801,260,260,0.176051318602994,88.9550448260243,0.0623667167609239
"176","051","024300",61146,8794,186,186,1341,100,51,46,340,107,61146,8794,186,186,0.291573452647278,116.468879963705,0.0840866071561577
"177","051","025001",45295,4553,1033,1033,2440,167,92,66,581,194,45295,4553,1033,1033,0.275819672131148,204.919496388216,0.081834218671273
"178","051","025201",29281,4830,371,371,1013,104,92,63,258,116,29281,4830,371,371,0.345508390918065,132.003787824441,0.125388952675769
"179","051","020302",77105,17377,595,595,2088,98,34,26,122,91,77105,17377,595,595,0.0747126436781609,94.6414285606467,0.0451905077286955
"180","051","020505",35469,8617,160,160,602,65,25,23,232,60,35469,8617,160,160,0.426910299003322,64.2572953056694,0.0962736528259489
"181","051","020507",53865,2775,546,546,1733,106,27,27,317,129,53865,2775,546,546,0.198499711482977,131.795295818933,0.0750749403167887
"182","051","020508",70688,5750,1026,1026,2743,198,27,33,341,138,70688,5750,1026,1026,0.134159679183376,141.890803084626,0.0508137499336492
"183","051","021100",49194,9307,216,216,792,60,24,25,144,45,49194,9307,216,216,0.212121212121212,51.478150704935,0.0629798249248343
"184","051","021300",72500,24411,394,394,1108,49,45,35,216,79,72500,24411,394,394,0.235559566787004,86.4060183089118,0.0772848462420169
"185","051","022600",140222,30705,390,390,1180,90,38,32,70,48,140222,30705,390,390,0.0915254237288136,57.6888204074238,0.0483878794181386
"186","051","022900",58730,11025,281,281,1263,96,15,18,232,83,58730,11025,281,281,0.195566112430721,84.9293824303462,0.0655805855945842
"187","051","023200",50625,8916,275,275,1191,77,52,66,286,101,50625,8916,275,275,0.283795130142737,120.652393262629,0.0996280316760859
"188","051","023800",45221,6494,471,471,1610,152,38,45,461,123,45221,6494,471,471,0.309937888198758,130.973279717658,0.0759050817277124
"189","051","024001",63542,18186,199,199,1119,85,9,15,273,96,63542,18186,199,199,0.25201072386059,97.1648084442099,0.0846954214434553
"190","051","024500",52143,12201,137,137,778,72,25,23,196,62,52143,12201,137,137,0.284061696658098,66.1286624694618,0.0808308310043515
"191","051","024700",49034,9455,104,104,677,51,22,30,162,47,49034,9455,104,104,0.27178729689808,55.7584074378026,0.079775540191597
"192","051","025002",47946,9641,277,277,1093,56,21,22,266,100,47946,9641,277,277,0.262580054894785,102.391405889362,0.092708184610017
"193","051","025700",22875,8202,49,49,579,62,28,27,355,78,22875,8202,49,49,0.661485319516408,82.5408989531856,0.123715126311105
"194","051","026100",30388,6073,490,490,1628,116,57,50,881,144,30388,6073,490,490,0.576167076167076,152.43359209833,0.0841524055950073
"195","051","027100",40469,8381,471,471,1288,134,23,22,269,102,40469,8381,471,471,0.226708074534162,104.345579685965,0.077504243271876
"196","051","027811",51108,4891,338,338,1004,73,46,37,195,79,51108,4891,338,338,0.24003984063745,87.2353139502575,0.0851168184447486
"197","047","952900",45156,13742,753,753,2154,240,127,80,568,148,45156,13742,753,753,0.322655524605385,168.237926758505,0.0693392864127174
"198","047","953102",38229,12023,290,290,728,83,16,12,230,73,38229,12023,290,290,0.337912087912088,73.9797269527267,0.0940345572182578
"199","063","040700",53958,12482,373,373,1372,150,7,11,389,121,53958,12482,373,373,0.288629737609329,121.49897118906,0.0827430906505259
"200","047","953000",43214,12746,299,299,858,75,16,12,284,60,43214,12746,299,299,0.34965034965035,61.1882341631134,0.0644334916402971
"201","081","960300",31799,7499,479,479,1529,132,53,35,619,130,31799,7499,479,479,0.439502943100065,134.629120178363,0.0794558443047194
"202","081","960100",48450,8751,482,482,1845,176,71,50,524,155,48450,8751,482,482,0.322493224932249,162.864974749023,0.082739639875641
"203","063","040802",51786,14250,836,836,2372,238,152,106,474,130,51786,14250,836,836,0.263912310286678,167.737890770094,0.065570740668139
"204","063","040902",51737,8736,588,588,2304,208,34,34,525,167,51737,8736,588,588,0.242621527777778,170.42593699317,0.070652277958847
"205","063","040301",67250,8948,1531,1531,3206,198,148,136,440,156,67250,8948,1531,1531,0.183406113537118,206.958933124424,0.0635521021456097
"206","063","040500",66553,5898,1986,1986,4263,290,163,158,590,238,66553,5898,1986,1986,0.176636171710063,285.671139599365,0.0659256425449247
"207","063","040600",54167,8988,1448,1448,3322,304,162,121,685,235,54167,8988,1448,1448,0.254966887417219,264.321773601798,0.0760691814156096
"208","063","040804",76172,12048,2604,2604,5968,340,352,213,721,343,76172,12048,2604,2604,0.179792225201072,403.754876131546,0.0668734066372228
"209","063","040100",47125,7805,1325,1325,3407,280,140,97,846,188,47125,7805,1325,1325,0.289404167889639,211.549048686114,0.0573566145569353
"210","063","040901",38750,19854,868,868,2695,233,63,70,888,230,38750,19854,868,868,0.352875695732839,240.416305603426,0.0838293292274205
"211","067","950200",45909,12676,543,543,2100,145,41,40,635,158,45909,12676,543,543,0.321904761904762,162.984661855035,0.0743609711022671
"212","067","950300",48889,10879,226,226,920,96,62,52,304,96,48889,10879,226,226,0.397826086956522,109.178752511649,0.111175113238768
